cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntator,idntcotr,ntcomrer
"35020","0","2775179","2775160","COMMUNITY FIRST BANK","New Iberia","LA","70560","12/31/2021","5/18/2022","NM","1101 E Admiral Doyle Dr","COMMUNITY FIRST BANCSHARES INC","8","0","0","4","1","Iberia","29180","Lafayette, LA","5/10/1999","5/10/1999","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.cfirstbank.com","4.59195856216593E-03","-3.64153328944072E-04","0","0","0","-8.33711282448043E-04","0","-1.06761185903253E-03","8.81900874341724E-03","7.64239165172927E-02","1.33120340788072","4.28027222531353E-02","6.77644507691265E-02","3.61454492879346E-02",""
"15907","0","36456","1472118","COMMUNITY FIRST BANK","Maywood","NE","69038","12/31/2021","5/18/2022","NM","122 S. Commercial St.","UNIBANC CORP","5","0","0","2","0","Frontier","","","7/2/1938","8/25/1942","8/22/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.cfbne.com","0.316846212853951","0.456062843598367","","-0.223880597014925","0","0","","0","1.01700527423665","-0.214408233276158","","-0.214408233276158","-0.283500283500284","0",""
"34627","15408","2642598","3294556","COMMUNITY FIRST BANK","Kennewick","WA","99336","12/31/2021","5/18/2022","NM","6401 W. Clearwater Ave.","COMMUNITY FIRST BCORP INC","6","0","0","4","1","Benton","28420","Kennewick-Richland, WA","12/30/1997","12/30/1997","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.cfbhfg.com","2.60608050703902E-03","0","0","0","0","0","0","0","-4.72837085558294E-03","0.101028655400441","","0.101028655400441","-0.111607142857143","0.120096076861489",""
"11595","10444","175140","1492291","COMMUNITY FIRST BANK","Boscobel","WI","53805","12/31/2021","5/18/2022","SM","925 Wisconsin Ave.","BOSCOBEL BCORP INC","9","0","0","2","1","Grant","","","1/1/1871","1/1/1934","12/3/2016","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.cfbank.com","-0.028132796376017","-0.042137163559781","0","-4.93590376397919E-02","0","-9.55939862692274E-02","0","-0.103694672607638","-3.73442433848822E-02","0.290810391624661","1.8450184501845","0.263105965927777","-8.49136711010473E-02","0.745624362294953",""
"12512","11834","62147","1210422","COMMUNITY FIRST BANK","Rosholt","WI","54473","12/31/2021","5/18/2022","NM","275 W. Grand Ave.","ROSHOLT BCORP INC","3","0","0","4","1","Portage","","","1/1/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.cfbwi.bank","1.65201330861921E-02","0","0","0","0","0","0","0","0","0.757460990758976","0.816993464052288","0.734522560335782","0","7.90067720090294","0"
"12426","11997","252658","3376452","COMMUNITY FIRST BANK","Kansas City","KS","66105","12/31/2021","5/18/2022","NM","650 Kansas Ave.","OAKSTAR BANCSHARES INC","3","0","0","4","0","Wyandotte","28140","Kansas City, MO-KS","7/1/1901","1/1/1934","11/20/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.cfbkc.com","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"10595","0","756848","2587411","COMMUNITY FIRST BANK","Butler","MO","64730","12/31/2021","5/18/2022","NM","915 W. Fort Scott St.","COMMUNITY FIRST BANCSHARES INC","4","0","0","2","1","Bates","28140","Kansas City, MO-KS","1/1/1932","1/1/1934","4/9/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.communityfirstbank.net","-1.60059823959803E-02","-7.20458211422465E-02","0","0","-2.24438902743142","0","-0.347597713579484","2.61069340016708E-02","0.062935632581777","0.256659642297509","","0.256659642297509","0.292715564104709","0.190839694656489",""
"5197","0","923855","1123951","COMMUNITY FIRST BANK","Menahga","MN","56464","12/31/2021","5/18/2022","NM","21 Main St Ne","MENAHGA BANCSHARES INC","2","0","0","4","1","Wadena","","","9/1/1898","1/1/1934","8/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.communityfirstbankmn.com","4.48555822772144E-02","0","0","0","0","0","0","0","0.250826799450039","-1.64289938884143E-02","","-1.64289938884143E-02","-3.01440887441973E-02","0",""
"57511","0","3165357","3921816","COMMUNITY FIRST BANK OF INDIANA","Kokomo","IN","46901","12/31/2021","5/18/2022","NM","201 W. Sycamore St.","COMMUNITY FIRST FINANCIAL CORP","6","0","0","4","0","Howard","29020","Kokomo, IN","2/3/2003","2/3/2003","9/2/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.cfbindiana.com","-0.049107587994815","-1.20692533758707E-02","0","-9.86503226570196E-03","0","-3.11069258156377E-02","-8.54614530000855E-02","0","-0.179756397595163","0.171691504704347","","0.171691504704347","0.28184892897407","0",""
"3846","0","273840","3575264","COMMUNITY FIRST BANK OF THE HEARTLAND","Mount Vernon","IL","62864","12/31/2021","5/18/2022","SM","117 N 10th St","CEDAR BCORP INC","4","0","0","2","1","Jefferson","","","11/5/1906","1/1/1934","8/1/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.cfbh.bank","-2.92157178356996E-02","-5.07926735416346E-02","0","3.24769170312201E-02","0","4.87310436240303E-03","0","5.51912930216129E-03","0","-0.130039011703511","","-0.130039011703511","0","-0.173852573018081",""
"32838","0","1440117","2593083","COMMUNITY FIRST BANK, INC.","Walhalla","SC","29691","12/31/2021","5/18/2022","NM","3685 Blue Ridge Blvd","COMMUNITY FIRST BCORP","13","0","1","4","0","Oconee","","","3/12/1990","3/12/1990","3/19/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","https://www.c1stbank.com","-5.46393388377732E-02","-9.15470440738435E-02","-0.164224450034711","-0.015964657151731","0","-0.175370790036896","-0.533991441704732","-6.46242434506672E-02","-6.17603236240958E-02","2.87330682833806E-02","1.17267663441806","0.016808340604214","-1.68645439827307E-02","1.84062139378254E-02","0"
"6584","12996","579319","2293093","COMMUNITY FIRST BANK, NATIONAL ASSOCIATION","Forest","OH","45843","12/31/2021","5/18/2022","N","118 E. Lima St.","COMMUNITY FIRST BANCSHARES INC","3","0","0","2","0","Hardin","","","10/4/1904","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.com1stbank.com","0","0","0","0","","0","0","0","0","0","0","0","0","0",""
"34610","0","2615220","2615239","COMMUNITY FIRST BANKING COMPANY","West Plains","MO","65775","12/31/2021","5/18/2022","NM","1330 Southern Hills Ctr.","COMMUNITY BANCSHARES W PLAINS","4","0","0","8","1","Howell","","","11/13/1997","11/13/1997","8/25/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.cfbankco.com","-0.039369252089195","-1.42569846645164E-02","0","-5.89573564908581E-02","0","0","0","0","-0.313079498109481","0.113644973104023","","0.113644973104023","0.202730098661981","0",""
"35585","0","2907019","2948517","COMMUNITY FIRST NATIONAL BANK","Manhattan","KS","66502","12/31/2021","5/18/2022","N","215 S. Seth Child Rd.","TTAC CORP","2","0","0","4","0","Riley","31740","Manhattan, KS","2/1/2001","2/1/2001","8/27/2021","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","https://www.cfnb.bank","4.32368724047868E-02","0","0","0","0","0","0","0","0","0.841904901350708","","0.841904901350708","0.25062656641604","1.30301648315851",""
"6271","9996","270504","1115040","COMMUNITY NATIONAL BANK","Derby","VT","5855","12/31/2021","5/18/2022","N","4811 Us. Rt. 5","COMMUNITY BCORP","12","0","0","4","0","Orleans","","","1/15/1851","1/1/1934","5/1/2021","Stock","0","1","OCC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.communitynationalbank.com","1.73292205316605E-02","1.51089902117918E-02","-2.34160701144042E-02","1.00394651374553E-03","0","3.80459233317576E-02","-0.026759611718034","0.048786870122699","-3.39386633325324E-03","0.183534347142108","","0.183534347142108","-0.218722659667542","0.238322211630124",""
"24897","0","293053","2868950","COMMUNITY NATIONAL BANK","Midland","TX","79701","12/31/2021","5/18/2022","N","500 W. Illinois","MIDLAND BANCSHARES INC","10","0","0","4","0","Midland","33260","Midland, TX","1/3/1984","1/3/1984","3/23/2020","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.CNBTX.BANK","0.41357755386865","0","0","0","0","0","0","0","1.11510457843012","0.578523021543095","","0.578523021543095","-0.367174591518267","0.683645565487123","0"
"25665","13515","354552","1067532","COMMUNITY NATIONAL BANK","Seneca","KS","66538","12/31/2021","5/18/2022","N","210 Main St.","COMMUNITY BANCSHARES INC","4","0","0","7","1","Nemaha","","","10/4/1984","10/4/1984","11/7/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.communitynationalbank.net","0.457541953314307","-7.65180130358869E-03","0","0","0","-2.39830113068997E-02","0","-2.42902821205858E-02","4.47829824666627","0","","0","0","0",""
"23431","0","643452","3048991","COMMUNITY NATIONAL BANK","Hondo","TX","78861","12/31/2021","5/18/2022","N","1502 Ave. M","TEXAS HERITAGE BANCSHARES INC","4","0","0","4","1","Medina","41700","San Antonio-New Braunfels, TX","4/20/1981","4/20/1981","9/30/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","0.01183934702519","0","0","0","0","0","","0","-2.04235851561383E-02","0.545879906420587","","0.545879906420587","0","0.737256003370313","0"
"27046","11836","923752","1247398","COMMUNITY NATIONAL BANK & TRUST","Chanute","KS","66720","12/31/2021","5/18/2022","N","14 N. Lincoln Ave.","COMMUNITY BCORP INC","39","0","1","9","0","Neosho","","","9/4/1987","9/4/1987","8/20/2020","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.mybankcnb.com","4.41971005187812E-02","1.88283870053118E-02","0","2.67847794273414E-02","0","1.32621621195372E-02","6.33000422000281E-02","1.05751682962497E-02","1.81033046979283E-03","0.205021828794713","-0.26499894000424","0.227432389404683","0.210848721590909","0.263187277686504",""
"18185","10303","738769","1104017","COMMUNITY NATIONAL BANK & TRUST OF TEXAS","Corsicana","TX","75110","12/31/2021","5/18/2022","N","321 N. 15th St.","COMMUNITY BK HOLDINGS TX INC","14","0","0","4","0","Navarro","","","1/1/1934","4/29/1960","4/11/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","WWW.MYBANKTX.COM","0.002689731110943","2.06661869355806E-04","-1.96565280364163E-02","0","0","0.024248420215423","0","2.50910176665855E-02","1.51993808006098E-02","3.34031087159845E-02","","3.34031087159845E-02","2.19770559535845E-02","4.51365380275333E-02","0"
"19230","0","775241","","COMMUNITY NATIONAL BANK IN MONMOUTH","Monmouth","IL","61462","12/31/2021","5/18/2022","N","311 N. Main St.","","1","0","0","2","0","Warren","","","9/10/1964","9/10/1964","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.cnbmonmouth.com","-4.58894523093867E-02","0.122984421973217","0","0","","0.242522231204527","","0.242522231204527","0","0","","0","0","0",""
"25161","10925","371559","2015857","COMMUNITY NATIONAL BANK OF OKARCHE","Okarche","OK","73762","12/31/2021","5/18/2022","N","653 Us Hwy 81","NORTHWEST SOONER BANCSHARES","2","0","0","2","1","Kingfisher","","","5/18/1984","5/18/1984","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.cnbbanker.com","0","0","0","0","","0","","0","0","0","","0","0","0",""
"2787","12388","466932","1836475","COMMUNITY NEIGHBOR BANK","Camden","AL","36726","12/31/2021","5/18/2022","NM","3 Water St.","FIRST CAMDEN BANCSHARES INC","3","0","0","4","0","Wilcox","","","4/1/1906","1/1/1934","12/30/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.cnbal.net","0.222753572516157","-0.146668461952758","-1.89271535407626","0","0","-0.111213870125613","0","-0.115066435726311","0.925495164658952","0.449337227589306","","0.449337227589306","-0.287894054987764","0.628031122431178",""
"30819","5968","441078","","COMMUNITY PARTNERS SAVINGS BANK","Salem","IL","62881","12/31/2021","5/18/2022","SB","301 W Main St","","5","0","0","8","0","Marion","","","1/1/1910","8/27/1956","8/1/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.marioncountysavings.com","6.71455858491863E-02","7.25456487999191E-02","0","3.18765739058366E-02","0","9.59518255661985E-02","0","0.103785300422657","0","8.18429304938144E-02","","8.18429304938144E-02","8.39116656959239E-02","6.76635766966642E-02",""
"14604","0","527057","3658028","COMMUNITY POINT BANK","Russellville","MO","65074","12/31/2021","5/18/2022","NM","13218 Railroad Ave.","RUSSELLVILLE BCORP INC","3","0","0","2","1","Cole","27620","Jefferson City, MO","7/19/1934","7/28/1934","6/6/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.ourcpb.bank","1.93621552844854E-02","0","0","0","0","0","0","0","0","0.235243024139553","","0.235243024139553","0.647016534867002","-0.182202463377305",""
"5219","11335","813853","5281989","COMMUNITY RESOURCE BANK","Northfield","MN","55057","12/31/2021","5/18/2022","SM","1605 Heritage Dr.","MIDCOUNTRY ACQUISITION CORP","4","0","0","4","0","Rice","","","9/18/1878","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.crb.bank","0.105527916136601","-1.37752557835411E-03","0","0","0","-4.45643390217236E-03","0","-5.22957849597322E-03","0.610096299958722","0.883587364700685","9.25147182506308","8.06972240154939E-02","0","9.66370313103982E-02",""
"27969","646","476472","5614420","COMMUNITY SAVINGS","Caldwell","OH","43724","12/31/2021","5/18/2022","SA","425 Main St.","DOUBLE BOTTOMLINE CORP","1","0","0","8","0","Noble","","","1/1/1885","1/5/1953","1/10/2017","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.mycommunitysavings.com","-2.04733437064941E-02","0","0","0","","0","0","0","","-0.089541547277937","","-0.089541547277937","-9.21743939533597E-02","0",""
"14633","9324","646743","1131488","COMMUNITY SAVINGS BANK","Edgewood","IA","52042","12/31/2021","5/18/2022","NM","101 E. Union St.","COMMUNITY FINANCIAL CORP","10","0","0","2","1","Delaware","","","1/10/1910","8/3/1934","6/3/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.csbiowa.com","-1.78091006879062E-02","-4.48990220992987E-04","0","0","0","-2.70096532500716E-03","-5.23286237571952E-02","0","-0.561230989591403","-9.31754182540997E-02","","-9.31754182540997E-02","-0.182738996501853","-3.43135572864839E-02","0"
"28841","2470","520777","","COMMUNITY SAVINGS BANK","Chicago","IL","60641","12/31/2021","5/18/2022","SB","4801 W. Belmont St.","","2","0","0","8","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1925","4/25/1938","7/19/2006","Non-Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.communitysavingsbank.bank","-3.45804184922246E-03","-3.44889131077701E-03","","0","0","-5.41449297334174E-03","0","-5.72201861372655E-03","","0","","0","","0",""
"32286","8094","847979","","COMMUNITY SAVINGS BANK","Bethel","OH","45106","12/31/2021","5/18/2022","NM","503 W Plane St","","2","0","0","4","0","Clermont","17140","Cincinnati, OH-KY-IN","4/6/1889","3/25/1985","12/31/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.bankwith-csb.com","-1.87778236791245E-02","-2.18178644674259E-02","0","0","0","-3.07122404815679E-02","0","-0.032876601469837","0","0","","0","","0",""
"50","13450","470032","3587294","COMMUNITY SPIRIT BANK","Red Bay","AL","35582","12/31/2021","5/18/2022","NM","200 4th Ave. Sw","INDEPENDENT BANCSHARES EMPLOYEE STK OWNERSHIP PLAN","6","0","1","4","1","Franklin","","","3/17/1908","1/1/1934","1/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.communityspirit.bank","1.66548232368094E-02","4.56773139589871E-02","0","0","0","-3.34873752595272E-02","0","-3.46812790455712E-02","-8.87087737646136E-02","0.040370330498439","0.539083557951483","-1.49494707887341E-02","-7.50300120048019E-02","2.48533651456407E-02",""
"8067","0","322449","","COMMUNITY STATE BANK","Brook","IN","47922","12/31/2021","5/18/2022","NM","244 W. Main","","1","0","0","8","0","Newton","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/1931","1/1/1934","1/27/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.communitystatebank.com","0.339708422228995","-1.79331452345655E-02","0","0","0","-0.029862235553314","0","-3.49305657975424E-02","3.66411725175206","-0.701262272089762","","-0.701262272089762","0","-5.51470588235294",""
"17551","0","92144","","COMMUNITY STATE BANK","Paton","IA","50217","12/31/2021","5/18/2022","NM","207 S. Main St.","","1","0","0","2","0","Greene","","","2/15/1956","2/15/1956","5/20/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.csbpaton.com","-0.096143446021464","0","","0","","0","","0","-0.561521723871692","0","","0","0","0",""
"9536","9943","130345","3195671","COMMUNITY STATE BANK","Union Grove","WI","53182","12/31/2021","5/18/2022","NM","1500 Main St.","COMMUNITY STB EMPLOYEE STK OWNERSHIP PLAN&TR","7","0","0","4","1","Racine","39540","Racine, WI","1/1/1903","1/1/1934","2/4/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","WWW.CSB.BANK","-7.09911977339353E-02","-4.80113405756213E-02","0","-7.45456948167023E-02","0","-1.82768578425997E-02","-0.296868042155262","-2.14832924434667E-03","-0.123399087938777","-0.703784798248358","","-0.703784798248358","0","-1.94132873166523",""
"230","16077","849348","1131424","COMMUNITY STATE BANK","Spencer","IA","51301","12/31/2021","5/18/2022","NM","1812 Hwy. Blvd","COMMUNITY STATE BCORP","7","0","0","2","1","Clay","","","1/1/1914","1/1/1934","7/9/2021","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.ecommunitybank.org","6.72311091788392E-03","-3.71557519581081E-03","0","0","0","0","0","0","-5.82441712145657E-03","0.313265364242183","0","0.317112546125461","0","0.874960229080496","0"
"1839","0","987848","1210347","COMMUNITY STATE BANK","Royal Center","IN","46978","12/31/2021","5/18/2022","NM","101 N Chicago St","COMMUNITY BCORP","4","0","0","2","0","Cass","","","5/22/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.csbnetbank.com","0.298187315626979","-0.561427603678511","0","-7.00719159137009","","-5.3346990162815E-03","0","-5.80066591644721E-03","5.27110182282596","0","","0","0.169090294217112","-0.39177277179236",""
"18272","12656","790543","2125813","COMMUNITY STATE BANK","Ankeny","IA","50023","12/31/2021","5/18/2022","SM","817 N. Ankeny Blvd.","QCR HOLDINGS INC","9","0","0","4","0","Polk","19780","Des Moines-West Des Moines, IA","7/15/1960","7/15/1960","6/14/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankcsb.com","-2.53854398255919E-03","5.37403068237959E-03","0","-6.55482675592884E-03","0.18460175248597","-0.151474303565622","7.92493501553287E-02","-0.173647605033953","-2.57276731052356E-02","0","","0","0","0",""
"22567","14736","367150","2516961","COMMUNITY STATE BANK","Shelbina","MO","63468","12/31/2021","5/18/2022","NM","208 N. Ctr. St.","COMMUNITY STATE BANCSHARES INC","2","0","0","8","0","Shelby","","","11/28/1977","11/28/1977","6/10/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.commbankonline.com","0.166165224800337","5.24534406696372E-02","0","0","","7.09098101856344E-02","","7.09098101856344E-02","0.624596166271807","0.372475985100961","0.897666068222621","0.366677898241928","0.453496042216359","0.142156514322269",""
"14883","13002","502746","1139738","COMMUNITY STATE BANK","Avilla","IN","46710","12/31/2021","5/18/2022","SM","802 E Albion St","COMMUNITY FINANCIAL CORP","4","0","0","4","0","Noble","","","2/19/1931","11/20/1934","2/17/2021","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.csbbankonline.bank","0.013882639432739","2.43296355973534E-02","0.462691082519175","-1.44804242764313E-02","0","0","0","0","0","0","","0","0","0",""
"23257","0","987231","1207860","COMMUNITY STATE BANK","Galva","IL","61434","12/31/2021","5/18/2022","NM","625 S.E. 2nd St.","CSB FINANCIAL HOLDINGS INC","5","0","0","4","1","Henry","19340","Davenport-Moline-Rock Island, IA-IL","11/24/1980","11/24/1980","7/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.commstatebank.com","1.68169494845511","2.07195646395093","0","4.08170892530126","0","6.16246005405358E-02","0","6.36606704378035E-02","0.457270602581039","0.646640409147023","","0.646640409147023","0.456121145776318","0.991899487518598",""
